ID,Group,Gender,Age,Education,Condition,MinAl,MinNonAl,CV,Lags,NTrials,RobustCV,QCV
01_42_MN,1,1,30,17,2,-30.5373149750659,-22.687132900178,10.7608687807869,180.651542467949,156,0.17,0.092896174863388
01_42_MN,1,1,30,17,4,-30.1483960505979,-18.6354753472463,25.497039377021,198.529411764706,153,0.34,0.145299145299145
01_43_QG,1,2,26,14,1,-16.8818481913669,-13.4295000790808,4.24922437239938,223.522868377483,151,0.0948275862068965,0.0480349344978166
01_43_QG,1,2,26,14,3,-13.1544830691384,-9.44411431145753,4.65837992875157,191.433189655172,145,0.0825,0.0430247718383312
01_43_QG,1,2,26,14,2,-17.1463617608773,-9.25213650467428,10.3766119813257,215.258454623288,146,0.108108108108108,0.055045871559633
01_43_QG,1,2,26,14,4,-20.0151519220811,-13.0874950259637,9.58646015222394,242.284463652482,141,0.108333333333333,0.0530612244897959
01_44_KN,1,1,47,16,1,-15.5651285421681,-3.7709026239717,35.6763074169019,187.867796266234,154,0.762886597938144,0.381443298969072
01_44_KN,1,1,47,16,3,-10.4630287672066,-0.887798383774918,33.0123372006816,223.464868630573,157,0.57037037037037,0.358139534883721
01_44_KN,1,1,47,16,2,-13.2042096728244,-5.21391989651889,13.6136558607651,148.805296266234,154,0.295774647887324,0.137254901960784
01_44_KN,1,1,47,16,4,-16.1013923340778,-3.31219650766189,35.2557519779189,203.276209677419,155,0.630252100840336,0.358851674641148
01_45_KK,1,2,28,9,1,-9.11833293369131,-5.71877013390134,7.77743257756316,190.664365310078,129,0.0695876288659794,0.0336239103362391
01_45_KK,1,2,28,9,3,-10.3446084210846,-6.02117106251684,25.8845452985125,179.563710387324,142,0.567567567567568,0.225806451612903
01_45_KK,1,2,28,9,2,-11.267174591132,-6.24259477216165,21.0819495138652,195.001775568182,132,0.166666666666667,0.0890052356020942
01_45_KK,1,2,28,9,4,-13.2127264909778,-4.661302259529,33.4072606490564,191.704437022901,131,0.611650485436893,0.323076923076923
01_46_KR,1,2,55,10,1,-11.1625439290002,-7.92672540507987,5.47629067120929,236.076108870968,155,0.1,0.05
01_46_KR,1,2,55,10,3,-8.55785276460026,-2.85185388459033,28.0139855985481,177.01198630137,146,0.317647058823529,0.165644171779141
01_46_KR,1,2,55,10,2,-11.517843148022,-8.51987844298876,8.20900917654924,231.940104166667,150,0.129310344827586,0.0643776824034335
01_46_KR,1,2,55,10,4,-12.278192191018,-8.54757770241983,7.15295151426762,238.216576986755,151,0.0991735537190083,0.0495867768595041
01_47_KG,1,2,34,12,1,-13.7943179860318,-9.11578845303127,18.9440463745099,194.29347826087,138,0.0833333333333333,0.0421052631578947
01_47_KG,1,2,34,12,3,-11.8694387477667,-8.34876199591761,7.47488215922725,168.93115942029,138,0.160919540229885,0.0804597701149425
01_47_KG,1,2,34,12,2,-15.6698655997177,-9.30470103816011,13.3749688038944,178.111530172414,145,0.129032258064516,0.0652173913043478
01_47_KG,1,2,34,12,4,-14.9965487143011,-9.10909880430301,8.96020417532189,195.446275684931,146,0.141414141414141,0.0686274509803922
01_48_LV,1,2,40,13,1,-6.15501477377506,2.03025347798578,28.253653880571,137.132185218978,137,0.542372881355932,0.219178082191781
01_48_LV,1,2,40,13,3,-4.46188624540123,2.54693143266509,30.7977893660889,181.545017482517,143,0.564356435643564,0.322033898305085
01_48_LV,1,2,40,13,2,-5.93446200840802,3.17462228881516,34.4852485937066,134.751870598592,142,0.56140350877193,0.225352112676056
01_48_LV,1,2,40,13,4,-4.94727722543215,3.18047419973733,16.8577941507939,130.437837230216,139,0.377049180327869,0.165467625899281
01_49_CG,1,2,47,19,1,-18.7351400226825,-7.47455780319708,42.0485878076411,191.9921875,150,1.11842105263158,0.431472081218274
01_49_CG,1,2,47,19,3,-20.9407901820355,-7.43807162642778,18.9371471406448,154.599294354839,155,0.454545454545455,0.217391304347826
01_49_CG,1,2,47,19,2,-24.5832215152713,-9.76818696438828,30.6502497227487,168.516122611465,157,0.477564102564103,0.225416036308623
01_49_CG,1,2,47,19,4,-19.8622251082725,-6.18298184271379,34.1283884467546,225.116680194805,154,0.598540145985402,0.372727272727273
01_50_ND,1,2,30,11,1,-13.5746217915076,-9.40364103824789,5.07845881635657,225.11772260274,146,0.0982142857142857,0.0476190476190476
01_50_ND,1,2,30,11,3,-13.6503632989602,-6.96477778492932,20.55168960121,174.91610738255,149,0.193548387096774,0.103448275862069
01_50_ND,1,2,30,11,2,-17.6637000109025,-9.64507705437624,15.9015506720091,203.057650862069,145,0.174311926605505,0.0954773869346734
01_50_ND,1,2,30,11,4,-17.8026145380308,-11.3971004730023,12.4112823094251,256.193814212329,146,0.275590551181102,0.132075471698113
01_51_GR,1,2,35,18,1,-16.1711119917554,-7.72690577691656,17.6944165946666,170.821340460526,152,0.241379310344828,0.121387283236994
01_51_GR,1,2,35,18,3,-9.50450456101141,-0.323743130925887,9.39174236491998,133.442125822368,152,0.214285714285714,0.111111111111111
01_51_GR,1,2,35,18,2,-17.4094998744717,-8.86223829314211,14.0230790034445,154.626623376623,154,0.244186046511628,0.133757961783439
